,L2,H1,H2,Energy
0,0.3382444728365709,1.5121759598632205,14.822735097846754,13.362226599709704
1,0.09592458281325049,0.46207159717000656,7.245172506996273,6.7929759008116815
2,0.028907923544929846,0.13862832845636786,3.779789943070467,3.642814361313665
3,0.007768934742009311,0.037713999815642454,1.9022783108371517,1.8648047556935767
4,0.0019880890449481456,0.009723135739134343,0.9488080815616022,0.9391168012647568
5,0.0005002291198515723,0.0024523567061436892,0.4729176948901168,0.4704693882014784
0,0.16176527943452482,1.0187673791448495,12.994205304597727,1.4726044051175649
1,0.05162558767947302,0.3284588289855858,6.545933263917961,0.6805927761756109
2,0.019591164835472033,0.10906441174349613,3.579623524064749,0.3584037770914602
3,0.00574468895921503,0.03166951340960311,1.8658892021959592,0.1852450139412627
4,0.0015083651337979937,0.008370726812423526,0.9431712984746712,0.09373160137119668
5,0.00038214909317921465,0.0021272430765535834,0.4720379137913607,0.04702345943810609
0,0.12666364744371544,0.9945013386283428,12.79167854047002,0.8758193861943397
1,0.01775816785933175,0.26962937450988816,6.736406050777403,0.26004042915992703
2,0.002892379234489003,0.0679914791547405,3.5744062261282803,0.07394178283086121
3,0.0013424174217112543,0.016533013990703335,1.690793775335297,0.02260683820926075
4,0.0007102759438002622,0.005002143662762308,0.8185161976396309,0.009197860627279392
5,0.00025697778285303666,0.0016535904335897972,0.44006430714780137,0.004601187080437485
0,0.12637286114243373,0.994748873181289,12.790361196761769,0.8684561213755099
1,0.017354085192992245,0.2717119098419044,6.794255537582846,0.2544414402873528
2,0.002086168380864431,0.07177226160448506,3.7558794869110623,0.0697834094525246
3,0.000207147452002967,0.018680524688579638,1.9664330013437223,0.018575774714266573
4,2.9919283761548478e-05,0.004686644752025055,0.9895685621904695,0.004759735757168795
5,1.79239063630972e-05,0.0011334308467525742,0.4804940231411352,0.0012141426240363665
0,0.126369972635554,0.9947514337982131,12.790348156565289,0.8683822622854611
1,0.017350332027737676,0.27173519408101476,6.794876006881764,0.2543856984099646
2,0.0020815718439451195,0.07182705287829197,3.758167551009547,0.06974645522014088
3,0.0002020374979085752,0.01875394075422246,1.9722170542282977,0.01855293169860189
4,2.0846806564487308e-05,0.004760910133492565,1.0017466660619927,0.004741111699724414
5,2.405598867561729e-06,0.0011946374385021843,0.502983805838223,0.0011932873430711437
0,0.12636994375244487,0.9947514594129645,12.79034802617674,0.8683815236717505
1,0.017350294527446918,0.2717354271836146,6.794882216008245,0.2543851410197546
2,0.002081526455699744,0.07182760296236129,3.758190489011923,0.06974608624862201
3,0.00020199373233812607,0.018754689928487427,1.9722754501406394,0.018552706481021815
4,2.0816190661182624e-05,0.004761745007127619,1.0018730942110219,0.004740939302069382
5,2.3815525934391494e-06,0.0011955026021411418,0.503243192558938,0.0011931316122130494
