,L2,H1,H2,Energy
0,0.26984957968764667,3.7777914425542614,9.477404351643735,6.692626048623325
1,0.18506212759779478,3.946304784195588,12.547397793131845,9.387531479051507
2,0.12924502657187661,3.968951085461516,22.501764614905397,18.926397436802706
3,0.09089276114086012,4.153150529056667,52.98065568474764,48.99619574928263
4,0.06408310198862799,4.600486359010953,140.71458439834666,136.1896715598221
0,0.30307460814241083,3.5612598431758373,13.284996815352358,3.400188470192579
1,0.18957587859520678,3.687015938077786,15.594897120074545,3.6945992085907005
2,0.12965168793929208,3.857779512114816,23.389208570735466,4.208765173315213
3,0.09090391742582966,4.114727514293876,53.093212819775104,6.338775636264823
4,0.0640806457523133,4.58867918110074,140.72250879555494,14.34559819460484
0,0.3308345228162554,3.6384615678813517,16.97790328257638,3.310315806652295
1,0.19440291744157526,3.521860021936233,28.106076110628305,3.3365265097585426
2,0.1286482676860202,3.5311131626766152,50.458614760032596,3.4346741333437074
3,0.08979328446830061,3.682365503192337,94.39861227181285,3.7053365420061737
4,0.06370779617664092,4.194737662809283,176.42279070244146,4.47567402570754
0,0.3314451331182827,3.641025478315115,17.04852838517051,3.3096075027784457
1,0.1944714094775086,3.5228425767351523,28.58484158358314,3.328465521952455
2,0.12791190109142989,3.5291829574412574,53.82440841725187,3.401642898434097
3,0.08818419736279903,3.6494630605606013,115.7763976635708,3.5630435853246167
4,0.06168873104255536,4.033202180275803,270.7105501471603,3.9804567433096443
0,0.3314513202356209,3.641051544683934,17.049241772295577,3.309600496051446
1,0.19447211532490705,3.5228549021962308,28.589785344226577,3.328383730799581
2,0.1279030153410856,3.529189862155397,53.86231806384206,3.401290571025943
3,0.08815541707569745,3.6493531458686164,116.09671463726728,3.561215481777382
4,0.06160615404944627,4.032836262361039,273.65176285578934,3.971321633513997
0,0.33145138211501285,3.641051805390929,17.049248906889005,3.3096004259919503
1,0.19447212238579284,3.522855025714802,28.58983479808386,3.3283829127683298
2,0.12790292630652778,3.5291899344335302,53.862697653978366,3.4012870453696986
3,0.08815512711755047,3.649352092066369,116.0999350840386,3.5611971424893114
4,0.06160530471198051,4.032833518515541,273.68187730290066,3.9712291292709487
