,L2,H1,H2,Energy
0,0.22344271796140058,1.5392050801267598,9.598269434341876,1.3157623621653594
1,0.048923624124367945,0.5596747079839258,6.637044279037111,0.5107510838595579
2,0.009360211060470058,0.17592893775872936,4.285157243226819,0.1665687266982593
3,0.0019478930609480995,0.05513111258383565,2.7874917780225594,0.05318321952288755
4,0.0004435523526943754,0.017866255815618393,1.8651519543799124,0.017422703462924016
5,0.00010617782039763307,0.005983138924548097,1.2776020737223388,0.005876961104150463
6,2.6014001226008493e-05,0.002049998695417184,0.8881148642280497,0.0020239846941911754
0,0.22344271796140058,1.5392050801267598,9.598269434341876,1.3157623621653594
1,0.048923624124367945,0.5596747079839258,6.637044279037111,0.5107510838595579
2,0.009360211060470058,0.17592893775872936,4.285157243226819,0.1665687266982593
3,0.0019478930609480995,0.05513111258383565,2.7874917780225594,0.05318321952288755
4,0.0004435523526943754,0.017866255815618393,1.8651519543799124,0.017422703462924016
5,0.00010617782039763307,0.005983138924548097,1.2776020737223388,0.005876961104150463
6,2.6014001226008493e-05,0.002049998695417184,0.8881148642280497,0.0020239846941911754
