,L2,H1,H2,Energy
0,0.48733238375940857,2.6703242054513785,12.394731949510806,9.966421587826645
1,0.48997198554493443,2.674916721298273,12.393660747545258,9.961323654314606
2,0.49192553678661416,2.6798581914453843,12.40536137706847,9.968573695112402
3,0.4925889468612657,2.6817534752642302,12.410879224275968,9.972378310739169
4,0.4927750082689216,2.682316173430889,12.412638190645911,9.973628079722957
5,0.4928233309975921,2.682465293652403,12.413114915917772,9.973969821285404
6,0.4928355427935917,2.682503198919615,12.413236855303133,9.97405744598252
0,0.22836186183441037,1.597958775143161,11.36619588458839,1.37307594493804
1,0.07567927234082075,1.0013955503140217,13.760491911302319,0.93446780645427
2,0.026006219050030442,0.6710654604891511,18.048299135932403,0.6680555740259261
3,0.01193735337198816,0.47055878274382473,23.720348082385893,0.514187597795631
4,0.014219744066187432,0.3606148046660749,29.058390394660307,0.4498286011242133
5,0.01971104150096532,0.329101284768472,31.662046419078866,0.44033812883748497
6,0.022766588534092514,0.33296346033044055,32.047849585363664,0.44362765858839603
0,0.22875789558060938,1.5982308884390064,11.399285240866027,1.3694733435796402
1,0.07595018135195943,1.0017120119860683,13.888189474821113,0.9257627275236513
2,0.025781453837135787,0.6702084519681367,18.51305558012459,0.6444294682834341
3,0.009000143386890869,0.4629574209112698,25.60895960815369,0.45396424201869245
4,0.0031718470152791,0.3238931817424666,35.86793849219558,0.320741030023848
5,0.0011205599172155899,0.2278597491079947,50.48555228179061,0.22679488149312146
6,0.00039616332108881325,0.16071746431459777,71.20052234674371,0.1604786156814316
0,0.22875793627820618,1.598230919094348,11.399288600035254,1.369472982851214
1,0.07595021380431909,1.0017120628369212,13.888202827743086,0.9257618491222912
2,0.025781466372066707,0.6702084737594504,18.51310841018025,0.6444270076344009
3,0.009000143938880423,0.46295742305632154,25.60922534981563,0.4539572798139106
4,0.0031718399224272818,0.3238931728206207,35.86940079526333,0.32072133486794563
5,0.0011205427772605137,0.227859721293435,50.493776740377335,0.22673918408791202
6,0.00039609667373188666,0.16071729350798206,71.24691685379833,0.16032121259401125
0,0.228757936282276,1.5982309190974135,11.39928860037117,1.369472982815141
1,0.07595021380756435,1.0017120628420064,13.888202829078384,0.925761849034451
2,0.02578146637332055,0.6702084737616307,18.513108415463332,0.6444270073883349
3,0.009000143938939036,0.46295742305654713,25.609225376391187,0.45395727911767775
4,0.0031718399217549775,0.3238931728198473,35.86940094152291,0.3207213328982893
5,0.0011205427759588833,0.2278597212919794,50.49377756347072,0.22673917851657768
6,0.0003960966717080945,0.1607172935058187,71.24692150774001,0.1603211968356866
