,L2,H1,H2,Energy
0,0.491993933,2.687104493,12.46229346,10.01862414
1,0.491712351,2.68208849,12.42328459,9.984420318
2,0.492349787,2.681840722,12.41372403,9.975140267
3,0.492682119,2.6822196,12.41286341,9.973941216
4,0.49279557,2.682422983,12.41309488,9.973988359
5,0.492828068,2.682490421,12.41322263,9.974054866
6,0.492836674,2.682509269,12.41326291,9.974078029
0,0.223963006,1.541911046,9.69119985,1.320465117
1,0.050647574,0.568112179,6.664250289,0.521043095
2,0.013605034,0.204017628,4.426672213,0.195038552
3,0.010773229,0.180163951,6.922122393,0.18231461
4,0.015040421,0.26200573,17.01600761,0.298431771
5,0.020090719,0.310808595,26.29814291,0.389937223
6,0.02287155,0.33066314,30.29297967,0.429545927
0,0.22344277,1.53920535,9.694632612,1.315762833
1,0.048923787,0.559675496,6.71445707,0.510752079
2,0.009360557,0.175930457,4.320167067,0.166570416
3,0.001948579,0.055133755,2.801297049,0.053185885
4,0.000444886,0.017870747,1.870240267,0.017426845
5,0.000108792,0.005993018,1.279607148,0.005885603
6,3.13E-05,0.002123793,0.905882163,0.002094404
0,0.223442718,1.53920508,9.694632967,1.315762362
1,0.048923624,0.559674708,6.7144628,0.510751084
2,0.009360211,0.175928938,4.320184949,0.166568727
3,0.001947893,0.055131113,2.801341279,0.05318322
4,0.000443552,0.017866256,1.870341272,0.017422704
5,0.000106178,0.00598314,1.279493622,0.005876962
6,2.60E-05,0.00205,0.888794209,0.002023986
